x,y
365672.06267060735,103871.34824216309
264653.39959434426,103483.09667940233
388625.5765869112,212726.02093289513
191361.9953490372,124645.25440087928
385517.6430483359,127304.9908230467
150635.9795480809,257554.3004719828
116649.13589189202,201618.9257677033
279602.8606914922,120932.0563044293
381322.94506104925,123916.98586185127
329452.1354526059,181751.87927578588
170116.7180404409,248792.8948869773
236425.24077069137,156250.81536080103
269257.2375600985,157323.47330398235
334699.1733615249,110237.09992269578
332945.8530515896,225867.34455446046
203396.65022957695,82844.19991542117
431736.71052276355,263953.24598040164
339831.911652505,139055.75827023762
299215.6996705456,237157.60242432193
358419.8697642667,166092.77270593244
277314.29744227027,115281.87550662212
365968.7948998245,181440.1550729292
319991.0149167454,189269.11388071143
306469.240798833,158757.91061956206
338032.1663500296,245887.12596084326
449841.05824146664,206120.64284125692
179492.19701213946,71869.61860570923
416133.17013531714,88148.1395372842
304904.5309659131,157916.83138575513
228846.44757870334,185965.84324973903
148162.62382603783,224116.70460779173
271627.562675249,115798.0371119993
160420.6415949594,257394.56123688084
342760.57815852296,201068.20049172972
136961.2073591091,188353.67468006196
323130.1793618156,137161.45044623542
343969.87621519517,167860.53722674437
385895.7652509627,110871.86520429036
437343.2365041996,249895.30609859066
310108.4306241063,238068.05281311247
394962.2141687135,78317.12013219812
163636.56769451135,224230.65370954465
394284.9054164098,114285.11925395657
563170.6200186855,198867.03057227176
332219.89430503367,153636.43447630966
548261.8421074315,237731.0387695248
133566.17955512664,172590.79495984563
518093.66281602206,178998.59627212427
220085.0533047557,79268.66841287412
201518.56575867254,256488.45188879775
424878.2681542875,96016.62522145321
372224.7314238537,131385.08300198585
109051.78960284704,257592.7594519262
282270.7855437417,204282.5696134499
261280.4193720208,196871.26000668955
171013.22924307475,98263.7824097634
220420.19877501772,233603.3266285554
162755.9080108824,259748.47434135588
333848.6957702295,194857.51140000427
369322.2275333846,175810.5050692489
272168.692802705,159015.15432752806
286344.9472300183,159044.24734584006
196559.47033566955,247028.81849107833
250053.64063982625,134270.26608198253
292477.2352261915,132785.61099258097
297874.0676364706,123356.22206239295
246065.95753224374,190711.79467318335
230049.32788114646,127889.2238838055
177669.43948073988,105562.05389040269
319691.858370451,193768.72636128747
362641.622462019,151832.65995024753
356232.8667011907,192360.2117084783
212891.54732605186,238490.9288918649
306905.24253485526,132374.764447639
208677.21723702177,152625.906370014
543136.891492688,193599.77474212422
123619.51317918983,209245.10257488608
199880.7254617154,85566.23914788543
304070.0720562389,151578.61874565596
27141.631476839895,219271.39978886655
567437.561899588,198885.80507367675
383861.5602993345,245305.5160091917
379628.53484601784,126749.47328717436
529078.5534635645,204877.15271060445
221386.22641423898,126873.21734818688
327679.9403884391,113657.97786250975
213149.30934251987,260345.02725614735
262585.91421471414,157067.23471461676
31712.692671538513,245891.65646588046
405419.88187990355,213782.5800643525
281911.4721494868,145292.63574472038
365503.07067724946,118895.5136930361
214465.65124147557,79775.32347608925
193669.9460034013,68862.71899793806
371957.5507809337,146952.29993757844
242411.03219449654,133671.86172219538
303017.951665953,155973.54282375245
32575.87347743519,206817.0815967415
433801.62753689423,224680.6639247471
234386.06111357297,249198.85308896564
339822.82806220197,230226.573453541
35303.29780820782,232453.146953384
304821.0147467788,179155.2886664332
290989.1197170914,169513.67176165312
73776.26600727669,249591.57760838963
206667.9411629429,150659.06049879148
369954.8991376207,124301.39763545545
67747.43628370063,216074.09384655138
172433.69551157,220211.89132719891
344272.9575764667,97142.1970207577
365733.6159889759,179656.4030918732
266190.8496366691,181003.8251547075
325726.4752057485,119155.71608365433
255667.72683818554,213047.662330308
291342.5079322568,182534.97669511457
377469.9977032987,154847.75632581604
194541.48695309678,243606.24020849023
447434.6588365311,93762.13276013502
380632.5207103045,90949.9607973935
366708.1894456301,230028.64063239584
284795.8758841491,191575.74510278247
200646.958623316,236082.8871109882
311683.3893719066,106379.86288178166
110835.61633430407,217708.06787810882
98644.73226887113,225589.88463449094
318886.5521828948,114786.58806612942
281877.2415495899,153584.90602023932
31216.86242116835,239031.68461672575
420872.5562008949,81692.10685845884
352260.246142949,164522.72898946426
341629.6348613745,101376.90993542799
325398.8924255665,103704.98063045599
190845.27085861439,129888.20336906509
179703.79405617958,207768.86500839473
475180.6839107176,219139.76426562245
266498.16122879996,173708.94407646192
341949.08211697114,172544.13085665682
191105.96370199672,71284.29357479216
171455.76969966444,217897.41212688427
347562.9615507063,216505.3481505803
292609.1811910273,160747.82624680846
408286.9295126418,79467.97478925536
247777.4994891788,217991.54485616705
285883.5557179667,248039.3327643587
248445.23828254768,143823.87048648065
308310.35107173637,186615.85321712604
299044.5848775728,181885.250647378
291531.3423266909,224986.77684886704
25827.65666718495,231747.04092998942
276646.5581628665,107253.21912498742
59295.1141866608,193951.70730886838
64426.33615387903,190251.71701536488
415254.5580894007,209289.92449220605
197003.470126014,214778.2610707443
224247.4525299659,257528.02123463317
140370.46690393132,221486.65338624676
321034.9170679686,90285.49221885334
483652.14637166786,86981.95859692525
73246.07876744076,228306.7449855127
220352.85091752294,77175.33039786652
236677.05464549852,196399.3137800075
529225.3098397397,83224.50592530439
567526.5285826549,190656.81765586094
335835.88253818004,195011.3256614389
32443.416391785893,204449.98597265518
252171.86052396256,118955.32304239947
293964.9245273318,137909.24435330767
512121.50489070656,211082.01031105738
181044.1729417012,231350.63423399374
434310.4279266965,240982.9618343135
563762.0122417912,202309.44380031314
313471.1262202561,174948.09031971556
356145.2695618131,240798.5209717638
324229.8235489198,127513.55059846278
474678.6740512682,86320.2668799666
476016.58392697223,88048.66437259968
316616.2327993355,131595.06714763524
554284.5044703258,185143.85150100224
240876.143752444,107024.71506097715
212002.79069127774,67639.15148297108
297136.08764840226,99853.06009466434
293644.2307513476,149961.8788911289
261741.25153729,193608.7447699338
32782.27952490161,259640.45401036757
308963.7939602128,148231.9291914747
345880.12682914844,118041.5442164109
408487.7676988237,94519.10966357456
340993.49406980415,184769.9155312239
238063.9784651191,98031.95565633629
199956.69561600656,124121.32578062556
199559.09322405522,53719.6239623194
247753.26056464427,123794.52566699318
431785.6438850694,234540.15901665838
222091.47279881188,77753.28362931673
336220.93611873407,149865.94810539513
362230.1751470183,165409.43429365894
471572.0265413575,228584.32671606579
105193.43531716583,255205.9029262614
558914.6526556907,193004.91923244926
48998.71108755784,263725.86456874723
299592.1017103164,161858.81117257866
459514.5980181114,94531.53066074933
370718.3098756403,143249.1206254174
363486.8546949354,179494.59102811516
572499.0847394322,219245.70681833322
344200.16369215836,146128.49018484403
185405.4607605841,99200.11209815151
555350.9143911339,196655.34132382314
339887.9734602675,168889.9262325258
322599.16733927524,137030.6891938558
352205.7068123621,141975.86939807146
402999.20206197957,93599.66122563143
218317.52595568565,102976.27936567948
332425.8101040329,252467.54025347042
380721.5143544889,83549.80605696174
518433.2939134853,83489.00160480193
348668.6007050862,245771.3499310573
271912.1869054299,112562.76624379479
328068.74320101074,172784.88882455614
217792.27149737434,231181.4535998744
248435.0133101817,184933.6770999239
355977.40203667234,194397.4024272052
555928.3262161886,217033.42898777453
190297.71358832775,119724.80993469567
303228.3938328297,153702.35079000558
71269.12897129307,201678.62102649847
224892.70436392096,128042.42192717471
246343.45705178316,217619.6301405339
224526.64302491426,77146.97225574496
338567.1535981174,246763.93477374187
301409.91482328565,168173.64523222198
276103.21312444366,112298.6448388358
370976.4280466172,171375.0489566338
257448.78295222958,107680.47644993941
302589.2073591387,164721.42086990605
318061.7663292917,113126.17686833123
131022.77698666633,172627.16220331503
137187.36371505004,221112.48788433216
